Referenzstring|Style|Literaturtyp|BibTeX
"Zhang, Q. & Sajjad, H., eds. 2023 (December). Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing: Tutorial Abstracts. Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.emnlp-tutorial.0.
"|harvard|proceedings|"@proceedings{emnlp-2023-tutorial,
    title = ""Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing: Tutorial Abstracts"",
    editor = ""Zhang, Qi  and
      Sajjad, Hassan"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.emnlp-tutorial.0"",
}
"
"Bouamor, H., Pino, J., & Bali, K., eds. 2023 (December). Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing. Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.emnlp-main.0.
"|harvard|proceedings|"@proceedings{emnlp-2023-2023-empirical,
    title = ""Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing"",
    editor = ""Bouamor, Houda  and
      Pino, Juan  and
      Bali, Kalika"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.emnlp-main.0"",
}
"
"Wang, M. & Zitouni, I., eds. 2023 (December). Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing: Industry Track. Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.emnlp-industry.0.
"|harvard|proceedings|"@proceedings{emnlp-2023-2023,
    title = ""Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing: Industry Track"",
    editor = ""Wang, Mingxuan  and
      Zitouni, Imed"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.emnlp-industry.0"",
}
"
"Feng, Y. & Lefever, E., eds. 2023 (December). Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing: System Demonstrations. Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.emnlp-demo.0.
"|harvard|proceedings|"@proceedings{emnlp-2023-demo,
    title = ""Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing: System Demonstrations"",
    editor = ""Feng, Yansong  and
      Lefever, Els"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.emnlp-demo.0"",
}
"
"Nurminen, M., Brenner, J., Koponen, M., Latomaa, S., Mikhailov, M., Schierl, F., Ranasinghe, T., Vanmassenhove, E., Vidal, S. A., Aranberri, N., Nunziatini, M., Escartín, C. P., Forcada, M., Popovic, M., Scarton, C., & Moniz, H., eds. 2023 (June). Proceedings of the 24th Annual Conference of the European Association for Machine Translation. Tampere, Finland: European Association for Machine Translation. URL: https://aclanthology.org/2023.eamt-1.0.
"|harvard|proceedings|"@proceedings{eamt-2023-european,
    title = ""Proceedings of the 24th Annual Conference of the European Association for Machine Translation"",
    editor = ""Nurminen, Mary  and
      Brenner, Judith  and
      Koponen, Maarit  and
      Latomaa, Sirkku  and
      Mikhailov, Mikhail  and
      Schierl, Frederike  and
      Ranasinghe, Tharindu  and
      Vanmassenhove, Eva  and
      Vidal, Sergi Alvarez  and
      Aranberri, Nora  and
      Nunziatini, Mara  and
      Escart{\'\i}n, Carla Parra  and
      Forcada, Mikel  and
      Popovic, Maja  and
      Scarton, Carolina  and
      Moniz, Helena"",
    month = jun,
    year = ""2023"",
    address = ""Tampere, Finland"",
    publisher = ""European Association for Machine Translation"",
    url = ""https://aclanthology.org/2023.eamt-1.0"",
}
"
"Zanzotto, F. M. & Pradhan, S., eds. 2023 (May). Proceedings of the 17th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts. Dubrovnik, Croatia: Association for Computational Linguistics. URL: https://aclanthology.org/2023.eacl-tutorials.0.
"|harvard|proceedings|"@proceedings{eacl-2023-european-chapter-association-linguistics,
    title = ""Proceedings of the 17th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts"",
    editor = ""Zanzotto, Fabio Massimo  and
      Pradhan, Sameer"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.eacl-tutorials.0"",
}
"
"Bassignana, E., Lindemann, M., & Petit, A., eds. 2023 (May). Proceedings of the 17th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Dubrovnik, Croatia: Association for Computational Linguistics. URL: https://aclanthology.org/2023.eacl-srw.0.
"|harvard|proceedings|"@proceedings{eacl-2023-european-chapter-association,
    title = ""Proceedings of the 17th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    editor = ""Bassignana, Elisa  and
      Lindemann, Matthias  and
      Petit, Alban"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.eacl-srw.0"",
}
"
"Vlachos, A. & Augenstein, I., eds. 2023 (May). Proceedings of the 17th Conference of the European Chapter of the Association for Computational Linguistics. Dubrovnik, Croatia: Association for Computational Linguistics. URL: https://aclanthology.org/2023.eacl-main.0.
"|harvard|proceedings|"@proceedings{eacl-2023-european,
    title = ""Proceedings of the 17th Conference of the European Chapter of the Association for Computational Linguistics"",
    editor = ""Vlachos, Andreas  and
      Augenstein, Isabelle"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.eacl-main.0"",
}
"
"Croce, D. & Soldaini, L., eds. 2023 (May). Proceedings of the 17th Conference of the European Chapter of the Association for Computational Linguistics: System Demonstrations. Dubrovnik, Croatia: Association for Computational Linguistics. URL: https://aclanthology.org/2023.eacl-demo.0.
"|harvard|proceedings|"@proceedings{eacl-2023-european-chapter,
    title = ""Proceedings of the 17th Conference of the European Chapter of the Association for Computational Linguistics: System Demonstrations"",
    editor = ""Croce, Danilo  and
      Soldaini, Luca"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.eacl-demo.0"",
}
"
"Chakravarthi, B. R., Priyadharshini, R., M, A. K., Thavareesan, S., & Sherly, E., eds. 2023 (September). Proceedings of the Third Workshop on Speech and Language Technologies for Dravidian Languages. Varna, Bulgaria: INCOMA Ltd., Shoumen, Bulgaria. URL: https://aclanthology.org/2023.dravidianlangtech-1.0.
"|harvard|proceedings|"@proceedings{dravidianlangtech-2023-speech,
    title = ""Proceedings of the Third Workshop on Speech and Language Technologies for Dravidian Languages"",
    editor = ""Chakravarthi, Bharathi R.  and
      Priyadharshini, Ruba  and
      M, Anand Kumar  and
      Thavareesan, Sajeetha  and
      Sherly, Elizabeth"",
    month = sep,
    year = ""2023"",
    address = ""Varna, Bulgaria"",
    publisher = ""INCOMA Ltd., Shoumen, Bulgaria"",
    url = ""https://aclanthology.org/2023.dravidianlangtech-1.0"",
}
"
"Bonn, J. & Xue, N., eds. 2023 (June). Proceedings of the Fourth International Workshop on Designing Meaning Representations. Nancy, France: Association for Computational Linguistics. URL: https://aclanthology.org/2023.dmr-1.0.
"|harvard|proceedings|"@proceedings{dmr-2023-international,
    title = ""Proceedings of the Fourth International Workshop on Designing Meaning Representations"",
    editor = ""Bonn, Julia  and
      Xue, Nianwen"",
    month = jun,
    year = ""2023"",
    address = ""Nancy, France"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.dmr-1.0"",
}
"
"Braud, C., Liu, Y. J., Metheniti, E., Muller, P., Rivière, L., Rutherford, A., & Zeldes, A., eds. 2023 (July). Proceedings of the 3rd Shared Task on Discourse Relation Parsing and Treebanking (DISRPT 2023). Toronto, Canada: The Association for Computational Linguistics. URL: https://aclanthology.org/2023.disrpt-1.0.
"|harvard|proceedings|"@proceedings{disrpt-2023-shared,
    title = ""Proceedings of the 3rd Shared Task on Discourse Relation Parsing and Treebanking (DISRPT 2023)"",
    editor = ""Braud, Chlo{\'e}  and
      Liu, Yang Janet  and
      Metheniti, Eleni  and
      Muller, Philippe  and
      Rivi{\`e}re, Laura  and
      Rutherford, Attapol  and
      Zeldes, Amir"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""The Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.disrpt-1.0"",
}
"
"Muresan, S., Chen, V., Casey, K., David, V., Nina, D., Koji, I., Erik, E., & Stefan, U., eds. 2023 (July). Proceedings of the Third DialDoc Workshop on Document-grounded Dialogue and Conversational Question Answering. Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.dialdoc-1.0.
"|harvard|proceedings|"@proceedings{dialdoc-2023-dialdoc,
    title = ""Proceedings of the Third DialDoc Workshop on Document-grounded Dialogue and Conversational Question Answering"",
    editor = ""Muresan, Smaranda  and
      Chen, Vivian  and
      Casey, Kennington  and
      David, Vandyke  and
      Nina, Dethlefs  and
      Koji, Inoue  and
      Erik, Ekstedt  and
      Stefan, Ultes"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.dialdoc-1.0"",
}
"
"Rambow, O. & Lareau, F., eds. 2023 (March). Proceedings of the Seventh International Conference on Dependency Linguistics (Depling, GURT/SyntaxFest 2023). Washington, D.C.: Association for Computational Linguistics. URL: https://aclanthology.org/2023.depling-1.0.
"|harvard|proceedings|"@proceedings{depling-2023-international,
    title = ""Proceedings of the Seventh International Conference on Dependency Linguistics (Depling, GURT/SyntaxFest 2023)"",
    editor = ""Rambow, Owen  and
      Lareau, Fran{\c{c}}ois"",
    month = mar,
    year = ""2023"",
    address = ""Washington, D.C."",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.depling-1.0"",
}
"
"Bonial, C. & Tayyar Madabushi, H., eds. 2023 (March). Proceedings of the First International Workshop on Construction Grammars and NLP (CxGs+NLP, GURT/SyntaxFest 2023). Washington, D.C.: Association for Computational Linguistics. URL: https://aclanthology.org/2023.cxgsnlp-1.0.
"|harvard|proceedings|"@proceedings{cxgsnlp-2023-international,
    title = ""Proceedings of the First International Workshop on Construction Grammars and NLP (CxGs+NLP, GURT/SyntaxFest 2023)"",
    editor = ""Bonial, Claire  and
      Tayyar Madabushi, Harish"",
    month = mar,
    year = ""2023"",
    address = ""Washington, D.C."",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.cxgsnlp-1.0"",
}
"
"Esplà-Gomis, M., Forcada, M. L., Kuzman, T., Ljubešić, N., van Noord, R., Ramírez-Sánchez, G., Tiedemann, J., & Toral, A., eds. 2023 (June). Proceedings of the 1st Workshop on Open Community-Driven Machine Translation. Tampere, Finland: European Association for Machine Translation. URL: https://aclanthology.org/2023.crowdmt-1.0.
"|harvard|proceedings|"@proceedings{crowdmt-2023-open,
    title = ""Proceedings of the 1st Workshop on Open Community-Driven Machine Translation"",
    editor = {Espl{\`a}-Gomis, Miquel  and
      Forcada, Mikel L.  and
      Kuzman, Taja  and
      Ljube{\v{s}}i{\'c}, Nikola  and
      van Noord, Rik  and
      Ram{\'\i}rez-S{\'a}nchez, Gema  and
      Tiedemann, J{\""o}rg  and
      Toral, Antonio},
    month = jun,
    year = ""2023"",
    address = ""Tampere, Finland"",
    publisher = ""European Association for Machine Translation"",
    url = ""https://aclanthology.org/2023.crowdmt-1.0"",
    pages = ""1--2"",
}
"
"Žabokrtský, Z. & Ogrodniczuk, M., eds. 2023 (December). Proceedings of the CRAC 2023 Shared Task on Multilingual Coreference Resolution. Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.crac-sharedtask.0.
"|harvard|proceedings|"@proceedings{crac-2023-crac,
    title = ""Proceedings of the CRAC 2023 Shared Task on Multilingual Coreference Resolution"",
    editor = ""{\v{Z}}abokrtsk{\'y}, Zden{\v{e}}k  and
      Ogrodniczuk, Maciej"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.crac-sharedtask.0"",
}
"
"Ogrodniczuk, M., Ng, V., Pradhan, S., & Poesio, M., eds. 2023 (December). Proceedings of The Sixth Workshop on Computational Models of Reference, Anaphora and Coreference (CRAC 2023). Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.crac-main.0.
"|harvard|proceedings|"@proceedings{crac-2023-models,
    title = ""Proceedings of The Sixth Workshop on Computational Models of Reference, Anaphora and Coreference (CRAC 2023)"",
    editor = ""Ogrodniczuk, Maciej  and
      Ng, Vincent  and
      Pradhan, Sameer  and
      Poesio, Massimo"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.crac-main.0"",
}
"
"Klamm, C., Lapesa, G., Gold, V., Gessler, T., & Ponzetto, S. P., eds. 2023 (September). Proceedings of the 3rd Workshop on Computational Linguistics for the Political and Social Sciences. Ingolstadt, Germany: Association for Computational Lingustics. URL: https://aclanthology.org/2023.cpss-1.0.
"|harvard|proceedings|"@proceedings{cpss-2023-linguistics,
    title = ""Proceedings of the 3rd Workshop on Computational Linguistics for the Political and Social Sciences"",
    editor = ""Klamm, Christopher  and
      Lapesa, Gabriella  and
      Gold, Valentin  and
      Gessler, Theresa  and
      Ponzetto, Simone Paolo"",
    month = sep,
    year = ""2023"",
    address = ""Ingolstadt, Germany"",
    publisher = ""Association for Computational Lingustics"",
    url = ""https://aclanthology.org/2023.cpss-1.0"",
}
"
"Haddad, A. H., Terryn, A. R., Mitkov, R., Rapp, R., Zweigenbaum, P., & Sharoff, S., eds. 2023 (September). Proceedings of the Workshop on Computational Terminology in NLP and Translation Studies (ConTeNTS) Incorporating the 16th Workshop on Building and Using Comparable Corpora (BUCC). Varna, Bulgaria: INCOMA Ltd., Shoumen, Bulgaria. URL: https://aclanthology.org/2023.contents-1.0.
"|harvard|proceedings|"@proceedings{contents-2023-terminology,
    title = ""Proceedings of the Workshop on Computational Terminology in NLP and Translation Studies (ConTeNTS) Incorporating the 16th Workshop on Building and Using Comparable Corpora (BUCC)"",
    editor = ""Haddad, Amal Haddad  and
      Terryn, Ayla Rigouts  and
      Mitkov, Ruslan  and
      Rapp, Reinhard  and
      Zweigenbaum, Pierre  and
      Sharoff, Serge"",
    month = sep,
    year = ""2023"",
    address = ""Varna, Bulgaria"",
    publisher = ""INCOMA Ltd., Shoumen, Bulgaria"",
    url = ""https://aclanthology.org/2023.contents-1.0"",
}
"
"Warstadt, A., Mueller, A., Choshen, L., Wilcox, E., Zhuang, C., Ciro, J., Mosquera, R., Paranjabe, B., Williams, A., Linzen, T., & Cotterell, R., eds. 2023 (December). Proceedings of the BabyLM Challenge at the 27th Conference on Computational Natural Language Learning. Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.conll-babylm.0.
"|harvard|proceedings|"@proceedings{conll-2023-babylm,
    title = ""Proceedings of the BabyLM Challenge at the 27th Conference on Computational Natural Language Learning"",
    editor = ""Warstadt, Alex  and
      Mueller, Aaron  and
      Choshen, Leshem  and
      Wilcox, Ethan  and
      Zhuang, Chengxu  and
      Ciro, Juan  and
      Mosquera, Rafael  and
      Paranjabe, Bhargavi  and
      Williams, Adina  and
      Linzen, Tal  and
      Cotterell, Ryan"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.conll-babylm.0"",
}
"
"Jiang, J., Reitter, D., & Deng, S., eds. 2023 (December). Proceedings of the 27th Conference on Computational Natural Language Learning (CoNLL). Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.conll-1.0.
"|harvard|proceedings|"@proceedings{conll-2023-natural,
    title = ""Proceedings of the 27th Conference on Computational Natural Language Learning (CoNLL)"",
    editor = ""Jiang, Jing  and
      Reitter, David  and
      Deng, Shumin"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.conll-1.0"",
}
"
"Harrigan, A., Chaudhary, A., Rijhwani, S., Moeller, S., Arppe, A., Palmer, A., Henke, R., & Rosenblum, D., eds. 2023 (March). Proceedings of the Sixth Workshop on the Use of Computational Methods in the Study of Endangered Languages. Remote: Association for Computational Linguistics. URL: https://aclanthology.org/2023.computel-1.0.
"|harvard|proceedings|"@proceedings{computel-2023-use,
    title = ""Proceedings of the Sixth Workshop on the Use of Computational Methods in the Study of Endangered Languages"",
    editor = ""Harrigan, Atticus  and
      Chaudhary, Aditi  and
      Rijhwani, Shruti  and
      Moeller, Sarah  and
      Arppe, Antti  and
      Palmer, Alexis  and
      Henke, Ryan  and
      Rosenblum, Daisy"",
    month = mar,
    year = ""2023"",
    address = ""Remote"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.computel-1.0"",
}
"
"Strube, M., Braud, C., Hardmeier, C., Li, J. J., Loaiciga, S., & Zeldes, A., eds. 2023 (July). Proceedings of the 4th Workshop on Computational Approaches to Discourse (CODI 2023). Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.codi-1.0.
"|harvard|proceedings|"@proceedings{codi-2023-approaches,
    title = ""Proceedings of the 4th Workshop on Computational Approaches to Discourse (CODI 2023)"",
    editor = ""Strube, Michael  and
      Braud, Chloe  and
      Hardmeier, Christian  and
      Li, Junyi Jessy  and
      Loaiciga, Sharid  and
      Zeldes, Amir"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.codi-1.0"",
}
"
"Naumann, T., Ben Abacha, A., Bethard, S., Roberts, K., & Rumshisky, A., eds. 2023 (July). Proceedings of the 5th Clinical Natural Language Processing Workshop. Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.clinicalnlp-1.0.
"|harvard|proceedings|"@proceedings{clinicalnlp-2023-clinical,
    title = ""Proceedings of the 5th Clinical Natural Language Processing Workshop"",
    editor = ""Naumann, Tristan  and
      Ben Abacha, Asma  and
      Bethard, Steven  and
      Roberts, Kirk  and
      Rumshisky, Anna"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.clinicalnlp-1.0"",
}
"
"Breitholtz, E., Lappin, S., Loaiciga, S., Ilinykh, N., & Dobnik, S., eds. 2023 (September). Proceedings of the 2023 CLASP Conference on Learning with Small Data (LSD). Gothenburg, Sweden: Association for Computational Linguistics. URL: https://aclanthology.org/2023.clasp-1.0.
"|harvard|proceedings|"@proceedings{clasp-2023-2023,
    title = ""Proceedings of the 2023 CLASP Conference on Learning with Small Data (LSD)"",
    editor = ""Breitholtz, Ellen  and
      Lappin, Shalom  and
      Loaiciga, Sharid  and
      Ilinykh, Nikolai  and
      Dobnik, Simon"",
    month = sep,
    year = ""2023"",
    address = ""Gothenburg, Sweden"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.clasp-1.0"",
}
"
"Gorman, K., Sproat, R., & Roark, B., eds. 2023 (July). Proceedings of the Workshop on Computation and Written Language (CAWL 2023). Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.cawl-1.0.
"|harvard|proceedings|"@proceedings{cawl-2023-computation,
    title = ""Proceedings of the Workshop on Computation and Written Language (CAWL 2023)"",
    editor = ""Gorman, Kyle  and
      Sproat, Richard  and
      Roark, Brian"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.cawl-1.0"",
}
"
"Hürriyetoğlu, A., Tanev, H., Zavarella, V., Yeniterzi, R., Yörük, E., & Slavcheva, M., eds. 2023 (September). Proceedings of the 6th Workshop on Challenges and Applications of Automated Extraction of Socio-political Events from Text. Varna, Bulgaria: INCOMA Ltd., Shoumen, Bulgaria. URL: https://aclanthology.org/2023.case-1.0.
"|harvard|proceedings|"@proceedings{case-2023-challenges,
    title = ""Proceedings of the 6th Workshop on Challenges and Applications of Automated Extraction of Socio-political Events from Text"",
    editor = {H{\""u}rriyeto{\u{g}}lu, Ali  and
      Tanev, Hristo  and
      Zavarella, Vanni  and
      Yeniterzi, Reyyan  and
      Y{\""o}r{\""u}k, Erdem  and
      Slavcheva, Milena},
    month = sep,
    year = ""2023"",
    address = ""Varna, Bulgaria"",
    publisher = ""INCOMA Ltd., Shoumen, Bulgaria"",
    url = ""https://aclanthology.org/2023.case-1.0"",
}
"
"Winata, G., Kar, S., Zhukova, M., Solorio, T., Diab, M., Sitaram, S., Choudhury, M., & Bali, K., eds. 2023 (December). Proceedings of the 6th Workshop on Computational Approaches to Linguistic Code-Switching. Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.calcs-1.0.
"|harvard|proceedings|"@proceedings{calcs-2023-approaches,
    title = ""Proceedings of the 6th Workshop on Computational Approaches to Linguistic Code-Switching"",
    editor = ""Winata, Genta  and
      Kar, Sudipta  and
      Zhukova, Marina  and
      Solorio, Thamar  and
      Diab, Mona  and
      Sitaram, Sunayana  and
      Choudhury, Monojit  and
      Bali, Kalika"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.calcs-1.0"",
}
"
"Dev, S., Prabhakaran, V., Adelani, D., Hovy, D., & Benotti, L., eds. 2023 (May). Proceedings of the First Workshop on Cross-Cultural Considerations in NLP (C3NLP). Dubrovnik, Croatia: Association for Computational Linguistics. URL: https://aclanthology.org/2023.c3nlp-1.0.
"|harvard|proceedings|"@proceedings{c3nlp-2023-cross,
    title = ""Proceedings of the First Workshop on Cross-Cultural Considerations in NLP (C3NLP)"",
    editor = ""Dev, Sunipa  and
      Prabhakaran, Vinodkumar  and
      Adelani, David  and
      Hovy, Dirk  and
      Benotti, Luciana"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.c3nlp-1.0"",
}
"
"Piskorski, J., Marcińczuk, M., Nakov, P., Ogrodniczuk, M., Pollak, S., Přibáň, P., Rybak, P., Steinberger, J., & Yangarber, R., eds. 2023 (May). Proceedings of the 9th Workshop on Slavic Natural Language Processing 2023 (SlavicNLP 2023). Dubrovnik, Croatia: Association for Computational Linguistics. URL: https://aclanthology.org/2023.bsnlp-1.0.
"|harvard|proceedings|"@proceedings{bsnlp-2023-slavic,
    title = ""Proceedings of the 9th Workshop on Slavic Natural Language Processing 2023 (SlavicNLP 2023)"",
    editor = ""Piskorski, Jakub  and
      Marci{\'n}czuk, Micha{\l}  and
      Nakov, Preslav  and
      Ogrodniczuk, Maciej  and
      Pollak, Senja  and
      P{\v{r}}ib{\'a}{\v{n}}, Pavel  and
      Rybak, Piotr  and
      Steinberger, Josef  and
      Yangarber, Roman"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.bsnlp-1.0"",
}
"
"Belinkov, Y., Hao, S., Jumelet, J., Kim, N., McCarthy, A., & Mohebbi, H., eds. 2023 (December). Proceedings of the 6th BlackboxNLP Workshop: Analyzing and Interpreting Neural Networks for NLP. Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.blackboxnlp-1.0.
"|harvard|proceedings|"@proceedings{blackboxnlp-ws-2023-blackboxnlp,
    title = ""Proceedings of the 6th BlackboxNLP Workshop: Analyzing and Interpreting Neural Networks for NLP"",
    editor = ""Belinkov, Yonatan  and
      Hao, Sophie  and
      Jumelet, Jaap  and
      Kim, Najoung  and
      McCarthy, Arya  and
      Mohebbi, Hosein"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.blackboxnlp-1.0"",
}
"
"Demner-fushman, D., Ananiadou, S., & Cohen, K., eds. 2023 (July). The 22nd Workshop on Biomedical Natural Language Processing and BioNLP Shared Tasks. Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.bionlp-1.0.
"|harvard|proceedings|"@proceedings{bionlp-2023-biomedical,
    title = ""The 22nd Workshop on Biomedical Natural Language Processing and BioNLP Shared Tasks"",
    editor = ""Demner-fushman, Dina  and
      Ananiadou, Sophia  and
      Cohen, Kevin"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.bionlp-1.0"",
}
"
"Elazar, Y., Ettinger, A., Kassner, N., Ruder, S., & A. Smith, N., eds. 2023 (December). Proceedings of the Big Picture Workshop. Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.bigpicture-1.0.
"|harvard|proceedings|"@proceedings{bigpicture-2023-big,
    title = ""Proceedings of the Big Picture Workshop"",
    editor = ""Elazar, Yanai  and
      Ettinger, Allyson  and
      Kassner, Nora  and
      Ruder, Sebastian  and
      A. Smith, Noah"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.bigpicture-1.0"",
}
"
"Kochmar, E., Burstein, J., Horbach, A., Laarmann-Quante, R., Madnani, N., Tack, A., Yaneva, V., Yuan, Z., & Zesch, T., eds. 2023 (July). Proceedings of the 18th Workshop on Innovative Use of NLP for Building Educational Applications (BEA 2023). Toronto, Canada: Association for Computational Linguistics. URL: https://aclanthology.org/2023.bea-1.0.
"|harvard|proceedings|"@proceedings{bea-2023-innovative,
    title = ""Proceedings of the 18th Workshop on Innovative Use of NLP for Building Educational Applications (BEA 2023)"",
    editor = {Kochmar, Ekaterina  and
      Burstein, Jill  and
      Horbach, Andrea  and
      Laarmann-Quante, Ronja  and
      Madnani, Nitin  and
      Tack, Ana{\""\i}s  and
      Yaneva, Victoria  and
      Yuan, Zheng  and
      Zesch, Torsten},
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.bea-1.0"",
}
"
"Alam, F., Kar, S., Chowdhury, S. A., Sadeque, F., & Amin, R., eds. 2023 (December). Proceedings of the First Workshop on Bangla Language Processing (BLP-2023). Singapore: Association for Computational Linguistics. URL: https://aclanthology.org/2023.banglalp-1.0.
"|harvard|proceedings|"@proceedings{banglalp-2023-bangla,
    title = ""Proceedings of the First Workshop on Bangla Language Processing (BLP-2023)"",
    editor = ""Alam, Firoj  and
      Kar, Sudipta  and
      Chowdhury, Shammur Absar  and
      Sadeque, Farig  and
      Amin, Ruhul"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.banglalp-1.0"",
}
"
