Referenzstring|Style|Literaturtyp|BibTeX
"William Merrill, Ashish Sabharwal, and Noah A. Smith. 2022. Saturated transformers are constant-depth threshold circuits. Transactions of the Association for Computational Linguistics 10, (2022), 843–856. URL: https://aclanthology.org/2022.tacl-1.49, doi:10.1162/tacl_a_00493
"|acm|article|"@article{merrill-etal-2022-saturated,
    title = ""Saturated Transformers are Constant-Depth Threshold Circuits"",
    author = ""Merrill, William  and
      Sabharwal, Ashish  and
      Smith, Noah A."",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.49"",
    doi = ""10.1162/tacl_a_00493"",
    pages = ""843--856"",
}
"
"Sabrina J. Mielke, Arthur Szlam, Emily Dinan, and Y-Lan Boureau. 2022. Reducing conversational agents' overconfidence through linguistic calibration. Transactions of the Association for Computational Linguistics 10, (2022), 857–872. URL: https://aclanthology.org/2022.tacl-1.50, doi:10.1162/tacl_a_00494
"|acm|article|"@article{mielke-etal-2022-reducing,
    title = ""Reducing Conversational Agents{'} Overconfidence Through Linguistic Calibration"",
    author = ""Mielke, Sabrina J.  and
      Szlam, Arthur  and
      Dinan, Emily  and
      Boureau, Y-Lan"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.50"",
    doi = ""10.1162/tacl_a_00494"",
    pages = ""857--872"",
}
"
"Philip Osborne, Heido Nõmm, and André Freitas. 2022. A survey of text games for reinforcement learning informed by natural language. Transactions of the Association for Computational Linguistics 10, (2022), 873–887. URL: https://aclanthology.org/2022.tacl-1.51, doi:10.1162/tacl_a_00495
"|acm|article|"@article{osborne-etal-2022-survey,
    title = ""A Survey of Text Games for Reinforcement Learning Informed by Natural Language"",
    author = ""Osborne, Philip  and
      N{\~o}mm, Heido  and
      Freitas, Andr{\'e}"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.51"",
    doi = ""10.1162/tacl_a_00495"",
    pages = ""873--887"",
}
"
"Franck Dary, Maxime Petit, and Alexis Nasr. 2022. Dependency parsing with backtracking using deep reinforcement learning. Transactions of the Association for Computational Linguistics 10, (2022), 888–903. URL: https://aclanthology.org/2022.tacl-1.52, doi:10.1162/tacl_a_00496
"|acm|article|"@article{dary-etal-2022-dependency,
    title = ""Dependency Parsing with Backtracking using Deep Reinforcement Learning"",
    author = ""Dary, Franck  and
      Petit, Maxime  and
      Nasr, Alexis"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.52"",
    doi = ""10.1162/tacl_a_00496"",
    pages = ""888--903"",
}
"
"Oshin Agarwal and Ani Nenkova. 2022. Temporal effects on pre-trained models for language processing tasks. Transactions of the Association for Computational Linguistics 10, (2022), 904–921. URL: https://aclanthology.org/2022.tacl-1.53, doi:10.1162/tacl_a_00497
"|acm|article|"@article{agarwal-nenkova-2022-temporal,
    title = ""Temporal Effects on Pre-trained Models for Language Processing Tasks"",
    author = ""Agarwal, Oshin  and
      Nenkova, Ani"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.53"",
    doi = ""10.1162/tacl_a_00497"",
    pages = ""904--921"",
}
"
"Mitja Nikolaus, Afra Alishahi, and Grzegorz Chrupała. 2022. Learning English with Peppa Pig. Transactions of the Association for Computational Linguistics 10, (2022), 922–936. URL: https://aclanthology.org/2022.tacl-1.54, doi:10.1162/tacl_a_00498
"|acm|article|"@article{nikolaus-etal-2022-learning,
    title = ""Learning {E}nglish with {P}eppa {P}ig"",
    author = ""Nikolaus, Mitja  and
      Alishahi, Afra  and
      Chrupa{\l}a, Grzegorz"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.54"",
    doi = ""10.1162/tacl_a_00498"",
    pages = ""922--936"",
}
"
"Ruixiang Cui, Rahul Aralikatte, Heather Lent, and Daniel Hershcovich. 2022. Compositional generalization in multilingual semantic parsing over Wikidata. Transactions of the Association for Computational Linguistics 10, (2022), 937–955. URL: https://aclanthology.org/2022.tacl-1.55, doi:10.1162/tacl_a_00499
"|acm|article|"@article{cui-etal-2022-compositional,
    title = ""Compositional Generalization in Multilingual Semantic Parsing over {W}ikidata"",
    author = ""Cui, Ruixiang  and
      Aralikatte, Rahul  and
      Lent, Heather  and
      Hershcovich, Daniel"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.55"",
    doi = ""10.1162/tacl_a_00499"",
    pages = ""937--955"",
}
"
"Aakanksha Naik, Jill Lehman, and Carolyn Rosé. 2022. Adapting to the long tail: a meta-analysis of transfer learning research for language understanding tasks. Transactions of the Association for Computational Linguistics 10, (2022), 956–980. URL: https://aclanthology.org/2022.tacl-1.56, doi:10.1162/tacl_a_00500
"|acm|article|"@article{naik-etal-2022-adapting,
    title = ""Adapting to the Long Tail: A Meta-Analysis of Transfer Learning Research for Language Understanding Tasks"",
    author = ""Naik, Aakanksha  and
      Lehman, Jill  and
      Ros{\'e}, Carolyn"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.56"",
    doi = ""10.1162/tacl_a_00500"",
    pages = ""956--980"",
}
"
"Timothee Mickus, Denis Paperno, and Mathieu Constant. 2022. How to dissect a Muppet: the structure of transformer embedding spaces. Transactions of the Association for Computational Linguistics 10, (2022), 981–996. URL: https://aclanthology.org/2022.tacl-1.57, doi:10.1162/tacl_a_00501
"|acm|article|"@article{mickus-etal-2022-dissect,
    title = ""How to Dissect a {M}uppet: The Structure of Transformer Embedding Spaces"",
    author = ""Mickus, Timothee  and
      Paperno, Denis  and
      Constant, Mathieu"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.57"",
    doi = ""10.1162/tacl_a_00501"",
    pages = ""981--996"",
}
"
"Gian Wiher, Clara Meister, and Ryan Cotterell. 2022. On decoding strategies for neural text generators. Transactions of the Association for Computational Linguistics 10, (2022), 997–1012. URL: https://aclanthology.org/2022.tacl-1.58, doi:10.1162/tacl_a_00502
"|acm|article|"@article{wiher-etal-2022-decoding,
    title = ""On Decoding Strategies for Neural Text Generators"",
    author = ""Wiher, Gian  and
      Meister, Clara  and
      Cotterell, Ryan"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.58"",
    doi = ""10.1162/tacl_a_00502"",
    pages = ""997--1012"",
}
"
"Amrith Krishna, Sebastian Riedel, and Andreas Vlachos. 2022. ProoFVer: natural logic theorem proving for fact verification. Transactions of the Association for Computational Linguistics 10, (2022), 1013–1030. URL: https://aclanthology.org/2022.tacl-1.59, doi:10.1162/tacl_a_00503
"|acm|article|"@article{krishna-etal-2022-proofver,
    title = ""{P}roo{FV}er: Natural Logic Theorem Proving for Fact Verification"",
    author = ""Krishna, Amrith  and
      Riedel, Sebastian  and
      Vlachos, Andreas"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.59"",
    doi = ""10.1162/tacl_a_00503"",
    pages = ""1013--1030"",
}
"
"Arabella Sinclair, Jaap Jumelet, Willem Zuidema, and Raquel Fernández. 2022. Structural persistence in language models: priming as a window into abstract language representations. Transactions of the Association for Computational Linguistics 10, (2022), 1031–1050. URL: https://aclanthology.org/2022.tacl-1.60, doi:10.1162/tacl_a_00504
"|acm|article|"@article{sinclair-etal-2022-structural,
    title = ""Structural Persistence in Language Models: Priming as a Window into Abstract Language Representations"",
    author = ""Sinclair, Arabella  and
      Jumelet, Jaap  and
      Zuidema, Willem  and
      Fern{\'a}ndez, Raquel"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.60"",
    doi = ""10.1162/tacl_a_00504"",
    pages = ""1031--1050"",
}
"
"Robin Algayres, Tristan Ricoul, Julien Karadayi, Hugo Laurençon, Salah Zaiem, Abdelrahman Mohamed, Benoît Sagot, and Emmanuel Dupoux. 2022. DP-parse: finding word boundaries from raw speech with an instance lexicon. Transactions of the Association for Computational Linguistics 10, (2022), 1051–1065. URL: https://aclanthology.org/2022.tacl-1.61, doi:10.1162/tacl_a_00505
"|acm|article|"@article{algayres-etal-2022-dp,
    title = ""{DP}-Parse: Finding Word Boundaries from Raw Speech with an Instance Lexicon"",
    author = ""Algayres, Robin  and
      Ricoul, Tristan  and
      Karadayi, Julien  and
      Lauren{\c{c}}on, Hugo  and
      Zaiem, Salah  and
      Mohamed, Abdelrahman  and
      Sagot, Beno{\^\i}t  and
      Dupoux, Emmanuel"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.61"",
    doi = ""10.1162/tacl_a_00505"",
    pages = ""1051--1065"",
}
"
"Nouha Dziri, Hannah Rashkin, Tal Linzen, and David Reitter. 2022. Evaluating attribution in dialogue systems: the BEGIN benchmark. Transactions of the Association for Computational Linguistics 10, (2022), 1066–1083. URL: https://aclanthology.org/2022.tacl-1.62, doi:10.1162/tacl_a_00506
"|acm|article|"@article{dziri-etal-2022-evaluating,
    title = ""Evaluating Attribution in Dialogue Systems: The {BEGIN} Benchmark"",
    author = ""Dziri, Nouha  and
      Rashkin, Hannah  and
      Linzen, Tal  and
      Reitter, David"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.62"",
    doi = ""10.1162/tacl_a_00506"",
    pages = ""1066--1083"",
}
"
"Anthony Sicilia, Tristan Maidment, Pat Healy, and Malihe Alikhani. 2022. Modeling non-cooperative dialogue: theoretical and empirical insights. Transactions of the Association for Computational Linguistics 10, (2022), 1084–1102. URL: https://aclanthology.org/2022.tacl-1.63, doi:10.1162/tacl_a_00507
"|acm|article|"@article{sicilia-etal-2022-modeling,
    title = ""Modeling Non-Cooperative Dialogue: Theoretical and Empirical Insights"",
    author = ""Sicilia, Anthony  and
      Maidment, Tristan  and
      Healy, Pat  and
      Alikhani, Malihe"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.63"",
    doi = ""10.1162/tacl_a_00507"",
    pages = ""1084--1102"",
}
"
"Mokanarangan Thayaparan, Marco Valentino, Deborah Ferreira, Julia Rozanova, and André Freitas. 2022. Diff-explainer: differentiable convex optimization for explainable multi-hop inference. Transactions of the Association for Computational Linguistics 10, (2022), 1103–1119. URL: https://aclanthology.org/2022.tacl-1.64, doi:10.1162/tacl_a_00508
"|acm|article|"@article{thayaparan-etal-2022-diff,
    title = ""Diff-Explainer: Differentiable Convex Optimization for Explainable Multi-hop Inference"",
    author = ""Thayaparan, Mokanarangan  and
      Valentino, Marco  and
      Ferreira, Deborah  and
      Rozanova, Julia  and
      Freitas, Andr{\'e}"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.64"",
    doi = ""10.1162/tacl_a_00508"",
    pages = ""1103--1119"",
}
"
"Ziheng Zeng and Suma Bhat. 2022. Getting BART to ride the idiomatic train: learning to represent idiomatic expressions. Transactions of the Association for Computational Linguistics 10, (2022), 1120–1137. URL: https://aclanthology.org/2022.tacl-1.65, doi:10.1162/tacl_a_00510
"|acm|article|"@article{zeng-bhat-2022-getting,
    title = ""Getting {BART} to Ride the Idiomatic Train: Learning to Represent Idiomatic Expressions"",
    author = ""Zeng, Ziheng  and
      Bhat, Suma"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.65"",
    doi = ""10.1162/tacl_a_00510"",
    pages = ""1120--1137"",
}
"
"Amir Feder, Katherine A. Keith, Emaad Manzoor, Reid Pryzant, Dhanya Sridhar, Zach Wood-Doughty, Jacob Eisenstein, Justin Grimmer, Roi Reichart, Margaret E. Roberts, Brandon M. Stewart, Victor Veitch, and Diyi Yang. 2022. Causal inference in natural language processing: estimation, prediction, interpretation and beyond. Transactions of the Association for Computational Linguistics 10, (2022), 1138–1158. URL: https://aclanthology.org/2022.tacl-1.66, doi:10.1162/tacl_a_00511
"|acm|article|"@article{feder-etal-2022-causal,
    title = ""Causal Inference in Natural Language Processing: Estimation, Prediction, Interpretation and Beyond"",
    author = ""Feder, Amir  and
      Keith, Katherine A.  and
      Manzoor, Emaad  and
      Pryzant, Reid  and
      Sridhar, Dhanya  and
      Wood-Doughty, Zach  and
      Eisenstein, Jacob  and
      Grimmer, Justin  and
      Reichart, Roi  and
      Roberts, Margaret E.  and
      Stewart, Brandon M.  and
      Veitch, Victor  and
      Yang, Diyi"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.66"",
    doi = ""10.1162/tacl_a_00511"",
    pages = ""1138--1158"",
}
"
"Somnath Basu Roy Chowdhury and Snigdha Chaturvedi. 2022. Learning fair representations via rate-distortion maximization. Transactions of the Association for Computational Linguistics 10, (2022), 1159–1174. URL: https://aclanthology.org/2022.tacl-1.67, doi:10.1162/tacl_a_00512
"|acm|article|"@article{chowdhury-chaturvedi-2022-learning,
    title = ""Learning Fair Representations via Rate-Distortion Maximization"",
    author = ""Chowdhury, Somnath Basu Roy  and
      Chaturvedi, Snigdha"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.67"",
    doi = ""10.1162/tacl_a_00512"",
    pages = ""1159--1174"",
}
"
"Michael Heck, Nurul Lubis, Carel van Niekerk, Shutong Feng, Christian Geishauser, Hsien-Chin Lin, and Milica Gašić. 2022. Robust dialogue state tracking with weak supervision and sparse data. Transactions of the Association for Computational Linguistics 10, (2022), 1175–1192. URL: https://aclanthology.org/2022.tacl-1.68, doi:10.1162/tacl_a_00513
"|acm|article|"@article{heck-etal-2022-robust,
    title = ""Robust Dialogue State Tracking with Weak Supervision and Sparse Data"",
    author = ""Heck, Michael  and
      Lubis, Nurul  and
      van Niekerk, Carel  and
      Feng, Shutong  and
      Geishauser, Christian  and
      Lin, Hsien-Chin  and
      Ga{\v{s}}i{\'c}, Milica"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.68"",
    doi = ""10.1162/tacl_a_00513"",
    pages = ""1175--1192"",
}
"
"Charles Lovering and Ellie Pavlick. 2022. Unit testing for concepts in neural networks. Transactions of the Association for Computational Linguistics 10, (2022), 1193–1208. URL: https://aclanthology.org/2022.tacl-1.69, doi:10.1162/tacl_a_00514
"|acm|article|"@article{lovering-pavlick-2022-unit,
    title = ""Unit Testing for Concepts in Neural Networks"",
    author = ""Lovering, Charles  and
      Pavlick, Ellie"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.69"",
    doi = ""10.1162/tacl_a_00514"",
    pages = ""1193--1208"",
}
"
"Guy Rotman and Roi Reichart. 2022. Multi-task active learning for pre-trained transformer-based models. Transactions of the Association for Computational Linguistics 10, (2022), 1209–1228. URL: https://aclanthology.org/2022.tacl-1.70, doi:10.1162/tacl_a_00515
"|acm|article|"@article{rotman-reichart-2022-multi,
    title = ""Multi-task Active Learning for Pre-trained Transformer-based Models"",
    author = ""Rotman, Guy  and
      Reichart, Roi"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.70"",
    doi = ""10.1162/tacl_a_00515"",
    pages = ""1209--1228"",
}
"
"Iman Munire Bilal, Bo Wang, Adam Tsakalidis, Dong Nguyen, Rob Procter, and Maria Liakata. 2022. Template-based abstractive microblog opinion summarization. Transactions of the Association for Computational Linguistics 10, (2022), 1229–1248. URL: https://aclanthology.org/2022.tacl-1.71, doi:10.1162/tacl_a_00516
"|acm|article|"@article{bilal-etal-2022-template,
    title = ""Template-based Abstractive Microblog Opinion Summarization"",
    author = ""Bilal, Iman Munire  and
      Wang, Bo  and
      Tsakalidis, Adam  and
      Nguyen, Dong  and
      Procter, Rob  and
      Liakata, Maria"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.71"",
    doi = ""10.1162/tacl_a_00516"",
    pages = ""1229--1248"",
}
"
"Zejiang Hou, Julian Salazar, and George Polovets. 2022. Meta-learning the difference: preparing large language models for efficient adaptation. Transactions of the Association for Computational Linguistics 10, (2022), 1249–1265. URL: https://aclanthology.org/2022.tacl-1.72, doi:10.1162/tacl_a_00517
"|acm|article|"@article{hou-etal-2022-meta,
    title = ""Meta-Learning the Difference: Preparing Large Language Models for Efficient Adaptation"",
    author = ""Hou, Zejiang  and
      Salazar, Julian  and
      Polovets, George"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.72"",
    doi = ""10.1162/tacl_a_00517"",
    pages = ""1249--1265"",
}
"
"Hitomi Yanaka and Koji Mineshima. 2022. Compositional evaluation on Japanese textual entailment and similarity. Transactions of the Association for Computational Linguistics 10, (2022), 1266–1284. URL: https://aclanthology.org/2022.tacl-1.73, doi:10.1162/tacl_a_00518
"|acm|article|"@article{yanaka-mineshima-2022-compositional,
    title = ""Compositional Evaluation on {J}apanese Textual Entailment and Similarity"",
    author = ""Yanaka, Hitomi  and
      Mineshima, Koji"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.73"",
    doi = ""10.1162/tacl_a_00518"",
    pages = ""1266--1284"",
}
"
"Hassan Sajjad, Nadir Durrani, and Fahim Dalvi. 2022. Neuron-level interpretation of deep NLP models: a survey. Transactions of the Association for Computational Linguistics 10, (2022), 1285–1303. URL: https://aclanthology.org/2022.tacl-1.74, doi:10.1162/tacl_a_00519
"|acm|article|"@article{sajjad-etal-2022-neuron,
    title = ""Neuron-level Interpretation of Deep {NLP} Models: A Survey"",
    author = ""Sajjad, Hassan  and
      Durrani, Nadir  and
      Dalvi, Fahim"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.74"",
    doi = ""10.1162/tacl_a_00519"",
    pages = ""1285--1303"",
}
"
"Jiaan Wang, Fandong Meng, Duo Zheng, Yunlong Liang, Zhixu Li, Jianfeng Qu, and Jie Zhou. 2022. A survey on cross-lingual summarization. Transactions of the Association for Computational Linguistics 10, (2022), 1304–1323. URL: https://aclanthology.org/2022.tacl-1.75, doi:10.1162/tacl_a_00520
"|acm|article|"@article{wang-etal-2022-survey,
    title = ""A Survey on Cross-Lingual Summarization"",
    author = ""Wang, Jiaan  and
      Meng, Fandong  and
      Zheng, Duo  and
      Liang, Yunlong  and
      Li, Zhixu  and
      Qu, Jianfeng  and
      Zhou, Jie"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.75"",
    doi = ""10.1162/tacl_a_00520"",
    pages = ""1304--1323"",
}
"
"Hongchao Fang and Pengtao Xie. 2022. An end-to-end contrastive self-supervised learning framework for language understanding. Transactions of the Association for Computational Linguistics 10, (2022), 1324–1340. URL: https://aclanthology.org/2022.tacl-1.76, doi:10.1162/tacl_a_00521
"|acm|article|"@article{fang-xie-2022-end,
    title = ""An End-to-End Contrastive Self-Supervised Learning Framework for Language Understanding"",
    author = ""Fang, Hongchao  and
      Xie, Pengtao"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.76"",
    doi = ""10.1162/tacl_a_00521"",
    pages = ""1324--1340"",
}
"
"Royi Lachmy, Valentina Pyatkin, Avshalom Manevich, and Reut Tsarfaty. 2022. Draw me a flower: processing and grounding abstraction in natural language. Transactions of the Association for Computational Linguistics 10, (2022), 1341–1356. URL: https://aclanthology.org/2022.tacl-1.77, doi:10.1162/tacl_a_00522
"|acm|article|"@article{lachmy-etal-2022-draw,
    title = ""Draw Me a Flower: Processing and Grounding Abstraction in Natural Language"",
    author = ""Lachmy, Royi  and
      Pyatkin, Valentina  and
      Manevich, Avshalom  and
      Tsarfaty, Reut"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.77"",
    doi = ""10.1162/tacl_a_00522"",
    pages = ""1341--1356"",
}
"
"Nan-Jiang Jiang and Marie-Catherine de Marneffe. 2022. Investigating reasons for disagreement in natural language inference. Transactions of the Association for Computational Linguistics 10, (2022), 1357–1374. URL: https://aclanthology.org/2022.tacl-1.78, doi:10.1162/tacl_a_00523
"|acm|article|"@article{jiang-marneffe-2022-investigating,
    title = ""Investigating Reasons for Disagreement in Natural Language Inference"",
    author = ""Jiang, Nan-Jiang  and
      de Marneffe, Marie-Catherine"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.78"",
    doi = ""10.1162/tacl_a_00523"",
    pages = ""1357--1374"",
}
"
"Tom Bosc and Pascal Vincent. 2022. The emergence of argument structure in artificial languages. Transactions of the Association for Computational Linguistics 10, (2022), 1375–1391. URL: https://aclanthology.org/2022.tacl-1.79, doi:10.1162/tacl_a_00524
"|acm|article|"@article{bosc-vincent-2022-emergence,
    title = ""The Emergence of Argument Structure in Artificial Languages"",
    author = ""Bosc, Tom  and
      Vincent, Pascal"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.79"",
    doi = ""10.1162/tacl_a_00524"",
    pages = ""1375--1391"",
}
"
"Anne Lauscher, Henning Wachsmuth, Iryna Gurevych, and Goran Glavaš. 2022. Scientia potentia Est—On the role of knowledge in computational argumentation. Transactions of the Association for Computational Linguistics 10, (2022), 1392–1422. URL: https://aclanthology.org/2022.tacl-1.80, doi:10.1162/tacl_a_00525
"|acm|article|"@article{lauscher-etal-2022-scientia,
    title = ""Scientia Potentia {E}st{---}{O}n the Role of Knowledge in Computational Argumentation"",
    author = ""Lauscher, Anne  and
      Wachsmuth, Henning  and
      Gurevych, Iryna  and
      Glava{\v{s}}, Goran"",
    editor = ""Roark, Brian  and
      Nenkova, Ani"",
    journal = ""Transactions of the Association for Computational Linguistics"",
    volume = ""10"",
    year = ""2022"",
    address = ""Cambridge, MA"",
    publisher = ""MIT Press"",
    url = ""https://aclanthology.org/2022.tacl-1.80"",
    doi = ""10.1162/tacl_a_00525"",
    pages = ""1392--1422"",
}
"
