Referenzstring|Style|Literaturtyp|BibTeX
"Eds. Ku, Lun-Wei, and Li, Cheng-Te. Proceedings of the 11th International Workshop on Natural Language Processing for Social Media. Bali, Indonesia: Association for Computational Linguistics, November 2023. URL: https://aclanthology.org/2023.socialnlp-1.0
"|mla|proceedings|"@proceedings{socialnlp-2023-international,
    title = ""Proceedings of the 11th International Workshop on Natural Language Processing for Social Media"",
    editor = ""Ku, Lun-Wei  and
      Li, Cheng-Te"",
    month = nov,
    year = ""2023"",
    address = ""Bali, Indonesia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.socialnlp-1.0"",
}
"
"Eds. Beinborn, Lisa, Goswami, Koustava, Muradoğlu, Saliha, Sorokin, Alexey, Kumar, Ritesh, Shcherbakov, Andreas, Ponti, Edoardo M., Cotterell, Ryan, and Vylomova, Ekaterina. Proceedings of the 5th Workshop on Research in Computational Linguistic Typology and Multilingual NLP. Dubrovnik, Croatia: Association for Computational Linguistics, May 2023. URL: https://aclanthology.org/2023.sigtyp-1.0
"|mla|proceedings|"@proceedings{sigtyp-2023-research,
    title = ""Proceedings of the 5th Workshop on Research in Computational Linguistic Typology and Multilingual NLP"",
    editor = ""Beinborn, Lisa  and
      Goswami, Koustava  and
      Murado{\u{g}}lu, Saliha  and
      Sorokin, Alexey  and
      Kumar, Ritesh  and
      Shcherbakov, Andreas  and
      Ponti, Edoardo M.  and
      Cotterell, Ryan  and
      Vylomova, Ekaterina"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.sigtyp-1.0"",
}
"
"Eds. Nicolai, Garrett, Chodroff, Eleanor, Mailhot, Frederic, and Çöltekin, Çağrı. Proceedings of the 20th SIGMORPHON workshop on Computational Research in Phonetics, Phonology, and Morphology. Toronto, Canada: Association for Computational Linguistics, July 2023. URL: https://aclanthology.org/2023.sigmorphon-1.0
"|mla|proceedings|"@proceedings{sigmorphon-2023-sigmorphon,
    title = ""Proceedings of the 20th SIGMORPHON workshop on Computational Research in Phonetics, Phonology, and Morphology"",
    editor = {Nicolai, Garrett  and
      Chodroff, Eleanor  and
      Mailhot, Frederic  and
      {\c{C}}{\""o}ltekin, {\c{C}}a{\u{g}}r{\i}},
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.sigmorphon-1.0"",
}
"
"Eds. Stoyanchev, Svetlana, Joty, Shafiq, Schlangen, David, Dusek, Ondrej, Kennington, Casey, and Alikhani, Malihe. Proceedings of the 24th Annual Meeting of the Special Interest Group on Discourse and Dialogue. Prague, Czechia: Association for Computational Linguistics, September 2023. URL: https://aclanthology.org/2023.sigdial-1.0
"|mla|proceedings|"@proceedings{sigdial-2023-special,
    title = ""Proceedings of the 24th Annual Meeting of the Special Interest Group on Discourse and Dialogue"",
    editor = ""Stoyanchev, Svetlana  and
      Joty, Shafiq  and
      Schlangen, David  and
      Dusek, Ondrej  and
      Kennington, Casey  and
      Alikhani, Malihe"",
    month = sep,
    year = ""2023"",
    address = ""Prague, Czechia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.sigdial-1.0"",
}
"
"Eds. Chawla, Kushal, and Shi, Weiyan. Proceedings of the First Workshop on Social Influence in Conversations (SICon 2023). Toronto, Canada: Association for Computational Linguistics, July 2023. URL: https://aclanthology.org/2023.sicon-1.0
"|mla|proceedings|"@proceedings{sicon-2023-social,
    title = ""Proceedings of the First Workshop on Social Influence in Conversations (SICon 2023)"",
    editor = ""Chawla, Kushal  and
      Shi, Weiyan"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.sicon-1.0"",
}
"
"Eds. Ojha, Atul Kr., Doğruöz, A. Seza, Da San Martino, Giovanni, Tayyar Madabushi, Harish, Kumar, Ritesh, and Sartori, Elisa. Proceedings of the 17th International Workshop on Semantic Evaluation (SemEval-2023). Toronto, Canada: Association for Computational Linguistics, July 2023. URL: https://aclanthology.org/2023.semeval-1.0
"|mla|proceedings|"@proceedings{semeval-2023-international,
    title = ""Proceedings of the 17th International Workshop on Semantic Evaluation (SemEval-2023)"",
    editor = {Ojha, Atul Kr.  and
      Do{\u{g}}ru{\""o}z, A. Seza  and
      Da San Martino, Giovanni  and
      Tayyar Madabushi, Harish  and
      Kumar, Ritesh  and
      Sartori, Elisa},
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.semeval-1.0"",
}
"
"Eds. Wijaya, Derry, Aji, Alham Fikri, Vania, Clara, Winata, Genta Indra, and Purwarianti, Ayu. Proceedings of the First Workshop in South East Asian Language Processing. Nusa Dua, Bali, Indonesia: Association for Computational Linguistics, November 2023. URL: https://aclanthology.org/2023.sealp-1.0
"|mla|proceedings|"@proceedings{sealp-2023-south,
    title = ""Proceedings of the First Workshop in South East Asian Language Processing"",
    editor = ""Wijaya, Derry  and
      Aji, Alham Fikri  and
      Vania, Clara  and
      Winata, Genta Indra  and
      Purwarianti, Ayu"",
    month = nov,
    year = ""2023"",
    address = ""Nusa Dua, Bali, Indonesia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.sealp-1.0"",
}
"
"Eds. Hunter, Tim, and Prickett, Brandon. Proceedings of the Society for Computation in Linguistics 2023. Amherst, MA: Association for Computational Linguistics, June 2023. URL: https://aclanthology.org/2023.scil-1.0
"|mla|proceedings|"@proceedings{scil-2023-society,
    title = ""Proceedings of the Society for Computation in Linguistics 2023"",
    editor = ""Hunter, Tim  and
      Prickett, Brandon"",
    month = jun,
    year = ""2023"",
    address = ""Amherst, MA"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.scil-1.0"",
}
"
"Eds. Wu, Jheng-Long, and Su, Ming-Hsiang. Proceedings of the 35th Conference on Computational Linguistics and Speech Processing (ROCLING 2023). Taipei City, Taiwan: The Association for Computational Linguistics and Chinese Language Processing (ACLCLP), October 2023. URL: https://aclanthology.org/2023.rocling-1.0
"|mla|proceedings|"@proceedings{rocling-2023-linguistics,
    title = ""Proceedings of the 35th Conference on Computational Linguistics and Speech Processing (ROCLING 2023)"",
    editor = ""Wu, Jheng-Long  and
      Su, Ming-Hsiang"",
    month = oct,
    year = ""2023"",
    address = ""Taipei City, Taiwan"",
    publisher = ""The Association for Computational Linguistics and Chinese Language Processing (ACLCLP)"",
    url = ""https://aclanthology.org/2023.rocling-1.0"",
}
"
"Eds. Ilinykh, Nikolai, Morger, Felix, Dannélls, Dana, Dobnik, Simon, Megyesi, Beáta, and Nivre, Joakim. Proceedings of the Second Workshop on Resources and Representations for Under-Resourced Languages and Domains (RESOURCEFUL-2023). Tórshavn, the Faroe Islands: Association for Computational Linguistics, May 2023. URL: https://aclanthology.org/2023.resourceful-1.0
"|mla|proceedings|"@proceedings{resourceful-2023-resources,
    title = ""Proceedings of the Second Workshop on Resources and Representations for Under-Resourced Languages and Domains (RESOURCEFUL-2023)"",
    editor = ""Ilinykh, Nikolai  and
      Morger, Felix  and
      Dann{\'e}lls, Dana  and
      Dobnik, Simon  and
      Megyesi, Be{\'a}ta  and
      Nivre, Joakim"",
    month = may,
    year = ""2023"",
    address = ""T{\'o}rshavn, the Faroe Islands"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.resourceful-1.0"",
}
"
"Eds. Can, Burcu, Mozes, Maximilian, Cahyawijaya, Samuel, Saphra, Naomi, Kassner, Nora, Ravfogel, Shauli, Ravichander, Abhilasha, Zhao, Chen, Augenstein, Isabelle, Rogers, Anna, Cho, Kyunghyun, Grefenstette, Edward, and Voita, Lena. Proceedings of the 8th Workshop on Representation Learning for NLP (RepL4NLP 2023). Toronto, Canada: Association for Computational Linguistics, July 2023. URL: https://aclanthology.org/2023.repl4nlp-1.0
"|mla|proceedings|"@proceedings{repl4nlp-2023-representation,
    title = ""Proceedings of the 8th Workshop on Representation Learning for NLP (RepL4NLP 2023)"",
    editor = ""Can, Burcu  and
      Mozes, Maximilian  and
      Cahyawijaya, Samuel  and
      Saphra, Naomi  and
      Kassner, Nora  and
      Ravfogel, Shauli  and
      Ravichander, Abhilasha  and
      Zhao, Chen  and
      Augenstein, Isabelle  and
      Rogers, Anna  and
      Cho, Kyunghyun  and
      Grefenstette, Edward  and
      Voita, Lena"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.repl4nlp-1.0"",
}
"
"Eds. Hardalov, Momchil, Kancheva, Zara, Velichkov, Boris, Nikolova-Koleva, Ivelina, and Slavcheva, Milena. Proceedings of the 8th Student Research Workshop associated with the International Conference Recent Advances in Natural Language Processing. Varna, Bulgaria: INCOMA Ltd., Shoumen, Bulgaria, September 2023. URL: https://aclanthology.org/2023.ranlp-stud.0
"|mla|proceedings|"@proceedings{ranlp-2023-student,
    title = ""Proceedings of the 8th Student Research Workshop associated with the International Conference Recent Advances in Natural Language Processing"",
    editor = ""Hardalov, Momchil  and
      Kancheva, Zara  and
      Velichkov, Boris  and
      Nikolova-Koleva, Ivelina  and
      Slavcheva, Milena"",
    month = sep,
    year = ""2023"",
    address = ""Varna, Bulgaria"",
    publisher = ""INCOMA Ltd., Shoumen, Bulgaria"",
    url = ""https://aclanthology.org/2023.ranlp-stud.0"",
}
"
"Eds. Mitkov, Ruslan, and Angelova, Galia. Proceedings of the 14th International Conference on Recent Advances in Natural Language Processing. Varna, Bulgaria: INCOMA Ltd., Shoumen, Bulgaria, September 2023. URL: https://aclanthology.org/2023.ranlp-1.0
"|mla|proceedings|"@proceedings{ranlp-2023-international,
    title = ""Proceedings of the 14th International Conference on Recent Advances in Natural Language Processing"",
    editor = ""Mitkov, Ruslan  and
      Angelova, Galia"",
    month = sep,
    year = ""2023"",
    address = ""Varna, Bulgaria"",
    publisher = ""INCOMA Ltd., Shoumen, Bulgaria"",
    url = ""https://aclanthology.org/2023.ranlp-1.0"",
}
"
"Eds. Mabuya, Rooweither, Mthobela, Don, Setaka, Mmasibidi, and Van Zaanen, Menno. Proceedings of the Fourth workshop on Resources for African Indigenous Languages (RAIL 2023). Dubrovnik, Croatia: Association for Computational Linguistics, May 2023. URL: https://aclanthology.org/2023.rail-1.0
"|mla|proceedings|"@proceedings{rail-2023-resources,
    title = ""Proceedings of the Fourth workshop on Resources for African Indigenous Languages (RAIL 2023)"",
    editor = ""Mabuya, Rooweither  and
      Mthobela, Don  and
      Setaka, Mmasibidi  and
      Van Zaanen, Menno"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.rail-1.0"",
}
"
"Eds. Surdeanu, Mihai, Riloff, Ellen, Chiticariu, Laura, Frietag, Dayne, Hahn-Powell, Gus, Morrison, Clayton T., Noriega-Atala, Enrique, Sharp, Rebecca, and Valenzuela-Escarcega, Marco. Proceedings of the 2nd Workshop on Pattern-based Approaches to NLP in the Age of Deep Learning. Singapore: Association for Computational Linguistics, December 2023. URL: https://aclanthology.org/2023.pandl-1.0
"|mla|proceedings|"@proceedings{pandl-2023,
    title = ""Proceedings of the 2nd Workshop on Pattern-based Approaches to NLP in the Age of Deep Learning"",
    editor = ""Surdeanu, Mihai  and
      Riloff, Ellen  and
      Chiticariu, Laura  and
      Frietag, Dayne  and
      Hahn-Powell, Gus  and
      Morrison, Clayton T.  and
      Noriega-Atala, Enrique  and
      Sharp, Rebecca  and
      Valenzuela-Escarcega, Marco"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.pandl-1.0"",
}
"
"Eds. Huang, Chu-Ren, Harada, Yasunari, Kim, Jong-Bok, Chen, Si, Hsu, Yu-Yin, Chersoni, Emmanuele, A, Pranav, Zeng, Winnie Huiheng, Peng, Bo, Li, Yuxi, and Li, Junlin. Proceedings of the 37th Pacific Asia Conference on Language, Information and Computation. Hong Kong, China: Association for Computational Linguistics, December 2023. URL: https://aclanthology.org/2023.paclic-1.0
"|mla|proceedings|"@proceedings{paclic-2023-pacific,
    title = ""Proceedings of the 37th Pacific Asia Conference on Language, Information and Computation"",
    editor = ""Huang, Chu-Ren  and
      Harada, Yasunari  and
      Kim, Jong-Bok  and
      Chen, Si  and
      Hsu, Yu-Yin  and
      Chersoni, Emmanuele  and
      A, Pranav  and
      Zeng, Winnie Huiheng  and
      Peng, Bo  and
      Li, Yuxi  and
      Li, Junlin"",
    month = dec,
    year = ""2023"",
    address = ""Hong Kong, China"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.paclic-1.0"",
}
"
"Eds. Bick, Eckhard, Trosterud, Trond, and Alumäe, Tanel. Proceedings of the NoDaLiDa 2023 Workshop on Constraint Grammar - Methods, Tools and Applications. Tórshavn, Faroe Islands: Association of Computational Linguistics, May 2023. URL: https://aclanthology.org/2023.nodalida-cgmta.0
"|mla|proceedings|"@proceedings{cgmta-2023-nodalida,
    title = ""Proceedings of the NoDaLiDa 2023 Workshop on Constraint Grammar - Methods, Tools and Applications"",
    editor = {Bick, Eckhard  and
      Trosterud, Trond  and
      Alum{\""a}e, Tanel},
    month = may,
    year = ""2023"",
    address = ""T{\'o}rshavn, Faroe Islands"",
    publisher = ""Association of Computational Linguistics"",
    url = ""https://aclanthology.org/2023.nodalida-cgmta.0"",
}
"
"Eds. Alumäe, Tanel, and Fishel, Mark. Proceedings of the 24th Nordic Conference on Computational Linguistics (NoDaLiDa). Tórshavn, Faroe Islands: University of Tartu Library, May 2023. URL: https://aclanthology.org/2023.nodalida-1.0
"|mla|proceedings|"@proceedings{nodalida-2023-nordic,
    title = ""Proceedings of the 24th Nordic Conference on Computational Linguistics (NoDaLiDa)"",
    editor = {Alum{\""a}e, Tanel  and
      Fishel, Mark},
    month = may,
    year = ""2023"",
    address = ""T{\'o}rshavn, Faroe Islands"",
    publisher = ""University of Tartu Library"",
    url = ""https://aclanthology.org/2023.nodalida-1.0"",
}
"
"Eds. Dalvi Mishra, Bhavana, Durrett, Greg, Jansen, Peter, Neves Ribeiro, Danilo, and Wei, Jason. Proceedings of the 1st Workshop on Natural Language Reasoning and Structured Explanations (NLRSE). Toronto, Canada: Association for Computational Linguistics, June 2023. URL: https://aclanthology.org/2023.nlrse-1.0
"|mla|proceedings|"@proceedings{nlrse-2023-natural,
    title = ""Proceedings of the 1st Workshop on Natural Language Reasoning and Structured Explanations (NLRSE)"",
    editor = ""Dalvi Mishra, Bhavana  and
      Durrett, Greg  and
      Jansen, Peter  and
      Neves Ribeiro, Danilo  and
      Wei, Jason"",
    month = jun,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.nlrse-1.0"",
}
"
"Eds. Tan, Liling, Milajevs, Dmitrijs, Chauhan, Geeticka, Gwinnup, Jeremy, and Rippeth, Elijah. Proceedings of the 3rd Workshop for Natural Language Processing Open Source Software (NLP-OSS 2023). Singapore: Association for Computational Linguistics, December 2023. URL: https://aclanthology.org/2023.nlposs-1.0
"|mla|proceedings|"@proceedings{nlposs-ws-2023-natural,
    title = ""Proceedings of the 3rd Workshop for Natural Language Processing Open Source Software (NLP-OSS 2023)"",
    editor = ""Tan, Liling  and
      Milajevs, Dmitrijs  and
      Chauhan, Geeticka  and
      Gwinnup, Jeremy  and
      Rippeth, Elijah"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.nlposs-1.0"",
}
"
"Ed. Khosla, Sopan. Proceedings of the Third Workshop on NLP for Medical Conversations. Bali, Indonesia: Association for Computational Linguistics, November 2023. URL: https://aclanthology.org/2023.nlpmc-1.0
"|mla|proceedings|"@proceedings{nlpmc-2023-nlp,
    title = ""Proceedings of the Third Workshop on NLP for Medical Conversations"",
    editor = ""Khosla, Sopan"",
    month = nov,
    year = ""2023"",
    address = ""Bali, Indonesia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.nlpmc-1.0"",
}
"
"Eds. Gutiérrez, Raquel Lázaro, Pareja, Antonio, and Mitkov, Ruslan. Proceedings of the First Workshop on NLP Tools and Resources for Translation and Interpreting Applications. Varna, Bulgaria: INCOMA Ltd., Shoumen, Bulgaria, September 2023. URL: https://aclanthology.org/2023.nlp4tia-1.0
"|mla|proceedings|"@proceedings{nlp4tia-2023-nlp,
    title = ""Proceedings of the First Workshop on NLP Tools and Resources for Translation and Interpreting Applications"",
    editor = ""Guti{\'e}rrez, Raquel L{\'a}zaro  and
      Pareja, Antonio  and
      Mitkov, Ruslan"",
    month = sep,
    year = ""2023"",
    address = ""Varna, Bulgaria"",
    publisher = ""INCOMA Ltd., Shoumen, Bulgaria"",
    url = ""https://aclanthology.org/2023.nlp4tia-1.0"",
}
"
"Eds. Hämäläinen, Mika, Öhman, Emily, Pirinen, Flammie, Alnajjar, Khalid, Miyagawa, So, Bizzoni, Yuri, Partanen, Niko, and Rueter, Jack. Proceedings of the Joint 3rd International Conference on Natural Language Processing for Digital Humanities and 8th International Workshop on Computational Linguistics for Uralic Languages. Tokyo, Japan: Association for Computational Linguistics, December 2023. URL: https://aclanthology.org/2023.nlp4dh-1.0
"|mla|proceedings|"@proceedings{nlp4dh-2023-joint,
    title = ""Proceedings of the Joint 3rd International Conference on Natural Language Processing for Digital Humanities and 8th International Workshop on Computational Linguistics for Uralic Languages"",
    editor = {H{\""a}m{\""a}l{\""a}inen, Mika  and
      {\""O}hman, Emily  and
      Pirinen, Flammie  and
      Alnajjar, Khalid  and
      Miyagawa, So  and
      Bizzoni, Yuri  and
      Partanen, Niko  and
      Rueter, Jack},
    month = dec,
    year = ""2023"",
    address = ""Tokyo, Japan"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.nlp4dh-1.0"",
}
"
"Eds. Chen, Yun-Nung, and Rastogi, Abhinav. Proceedings of the 5th Workshop on NLP for Conversational AI (NLP4ConvAI 2023). Toronto, Canada: Association for Computational Linguistics, July 2023. URL: https://aclanthology.org/2023.nlp4convai-1.0
"|mla|proceedings|"@proceedings{nlp4convai-2023-nlp,
    title = ""Proceedings of the 5th Workshop on NLP for Conversational AI (NLP4ConvAI 2023)"",
    editor = ""Chen, Yun-Nung  and
      Rastogi, Abhinav"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.nlp4convai-1.0"",
}
"
"Eds. Alfter, David, Volodina, Elena, François, Thomas, Jönsson, Arne, and Rennes, Evelina. Proceedings of the 12th Workshop on NLP for Computer Assisted Language Learning. Tórshavn, Faroe Islands: LiU Electronic Press, May 2023. URL: https://aclanthology.org/2023.nlp4call-1.0
"|mla|proceedings|"@proceedings{nlp4call-2023-natural,
    title = ""Proceedings of the 12th Workshop on NLP for Computer Assisted Language Learning"",
    editor = {Alfter, David  and
      Volodina, Elena  and
      Fran{\c{c}}ois, Thomas  and
      J{\""o}nsson, Arne  and
      Rennes, Evelina},
    month = may,
    year = ""2023"",
    address = ""T{\'o}rshavn, Faroe Islands"",
    publisher = ""LiU Electronic Press"",
    url = ""https://aclanthology.org/2023.nlp4call-1.0"",
}
"
"Eds. Preoțiuc-Pietro, Daniel, Goanta, Catalina, Chalkidis, Ilias, Barrett, Leslie, Spanakis, Gerasimos (Jerry), and Aletras, Nikolaos. Proceedings of the Natural Legal Language Processing Workshop 2023. Singapore: Association for Computational Linguistics, December 2023. URL: https://aclanthology.org/2023.nllp-1.0
"|mla|proceedings|"@proceedings{nllp-ws-2023-natural,
    title = ""Proceedings of the Natural Legal Language Processing Workshop 2023"",
    editor = ""Preo{\textcommabelow{t}}iuc-Pietro, Daniel  and
      Goanta, Catalina  and
      Chalkidis, Ilias  and
      Barrett, Leslie  and
      Spanakis, Gerasimos (Jerry)  and
      Aletras, Nikolaos"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.nllp-1.0"",
}
"
"Eds. Chen, Kehai, and Ku, Lun-Wei. Proceedings of the Second Workshop on Natural Language Interfaces. Bali, Indonesia: Association for Computational Linguistics, November 2023. URL: https://aclanthology.org/2023.nlint-1.0
"|mla|proceedings|"@proceedings{nlint-2023-natural,
    title = ""Proceedings of the Second Workshop on Natural Language Interfaces"",
    editor = ""Chen, Kehai  and
      Ku, Lun-Wei"",
    month = nov,
    year = ""2023"",
    address = ""Bali, Indonesia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.nlint-1.0"",
}
"
"Eds. Parthasarathi, Prasanna, Sankar, Chinnadhurai, Chandu, Khyathi, and Côté, Marc-Alexandre. Proceedings of the Workshop on Novel Ideas in Learning-to-Learn through Interaction (NILLI 2023). Singapore (Hybrid): Association for Computational Linguistics, December 2023. URL: https://aclanthology.org/2023.nilli-1.0
"|mla|proceedings|"@proceedings{nilli-ws-2023-novel,
    title = ""Proceedings of the Workshop on Novel Ideas in Learning-to-Learn through Interaction (NILLI 2023)"",
    editor = ""Parthasarathi, Prasanna  and
      Sankar, Chinnadhurai  and
      Chandu, Khyathi  and
      C{\^o}t{\'e}, Marc-Alexandre"",
    month = dec,
    year = ""2023"",
    address = ""Singapore (Hybrid)"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.nilli-1.0"",
}
"
"Eds. Dong, Yue, Xiao, Wen, Wang, Lu, Liu, Fei, and Carenini, Giuseppe. Proceedings of the 4th New Frontiers in Summarization Workshop. Singapore: Association for Computational Linguistics, December 2023. URL: https://aclanthology.org/2023.newsum-1.0
"|mla|proceedings|"@proceedings{newsum-2023-new,
    title = ""Proceedings of the 4th New Frontiers in Summarization Workshop"",
    editor = ""Dong, Yue  and
      Xiao, Wen  and
      Wang, Lu  and
      Liu, Fei  and
      Carenini, Giuseppe"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.newsum-1.0"",
}
"
"Eds. Chatzikyriakidis, Stergios, and de Paiva, Valeria. Proceedings of the 4th Natural Logic Meets Machine Learning Workshop. Nancy, France: Association for Computational Linguistics, June 2023. URL: https://aclanthology.org/2023.naloma-1.0
"|mla|proceedings|"@proceedings{naloma-2023-natural,
    title = ""Proceedings of the 4th Natural Logic Meets Machine Learning Workshop"",
    editor = ""Chatzikyriakidis, Stergios  and
      de Paiva, Valeria"",
    month = jun,
    year = ""2023"",
    address = ""Nancy, France"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.naloma-1.0"",
}
"
"Eds. Bhatia, Archna, Evang, Kilian, Garcia, Marcos, Giouli, Voula, Han, Lifeng, and Taslimipoor, Shiva. Proceedings of the 19th Workshop on Multiword Expressions (MWE 2023). Dubrovnik, Croatia: Association for Computational Linguistics, May 2023. URL: https://aclanthology.org/2023.mwe-1.0
"|mla|proceedings|"@proceedings{mwe-2023-multiword,
    title = ""Proceedings of the 19th Workshop on Multiword Expressions (MWE 2023)"",
    editor = ""Bhatia, Archna  and
      Evang, Kilian  and
      Garcia, Marcos  and
      Giouli, Voula  and
      Han, Lifeng  and
      Taslimipoor, Shiva"",
    month = may,
    year = ""2023"",
    address = ""Dubrovnik, Croatia"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.mwe-1.0"",
}
"
"Eds. Barreiro, Anabela, Silberztein, Max, Lloret, Elena, and Paprzycki, Marcin. Proceedings of the 1st International Workshop on Multilingual, Multimodal and Multitask Language Generation. Tampere, Finland: European Association for Machine Translation, June 2023. URL: https://aclanthology.org/2023.multi3generation-1.0
"|mla|proceedings|"@proceedings{multi3generation-2023-international,
    title = ""Proceedings of the 1st International Workshop on Multilingual, Multimodal and Multitask Language Generation"",
    editor = ""Barreiro, Anabela  and
      Silberztein, Max  and
      Lloret, Elena  and
      Paprzycki, Marcin"",
    month = jun,
    year = ""2023"",
    address = ""Tampere, Finland"",
    publisher = ""European Association for Machine Translation"",
    url = ""https://aclanthology.org/2023.multi3generation-1.0"",
}
"
"Eds. Yamada, Masaru, and do Carmo, Felix. Proceedings of Machine Translation Summit XIX, Vol. 2: Users Track. Macau SAR, China: Asia-Pacific Association for Machine Translation, September 2023. URL: https://aclanthology.org/2023.mtsummit-users.0
"|mla|proceedings|"@proceedings{mtsummit-2023-machine-translation,
    title = ""Proceedings of Machine Translation Summit XIX, Vol. 2: Users Track"",
    editor = ""Yamada, Masaru  and
      do Carmo, Felix"",
    month = sep,
    year = ""2023"",
    address = ""Macau SAR, China"",
    publisher = ""Asia-Pacific Association for Machine Translation"",
    url = ""https://aclanthology.org/2023.mtsummit-users.0"",
}
"
"Eds. Utiyama, Masao, and Wang, Rui. Proceedings of Machine Translation Summit XIX, Vol. 1: Research Track. Macau SAR, China: Asia-Pacific Association for Machine Translation, September 2023. URL: https://aclanthology.org/2023.mtsummit-research.0
"|mla|proceedings|"@proceedings{mtsummit-2023-machine,
    title = ""Proceedings of Machine Translation Summit XIX, Vol. 1: Research Track"",
    editor = ""Utiyama, Masao  and
      Wang, Rui"",
    month = sep,
    year = ""2023"",
    address = ""Macau SAR, China"",
    publisher = ""Asia-Pacific Association for Machine Translation"",
    url = ""https://aclanthology.org/2023.mtsummit-research.0"",
}
"
"Proceedings of the Second Workshop on Corpus Generation and Corpus Augmentation for Machine Translation. Macau SAR, China: Asia-Pacific Association for Machine Translation, September 2023. URL: https://aclanthology.org/2023.mtsummit-coco4mt.0
"|mla|proceedings|"@proceedings{mtsummit-2023-corpus,
    title = ""Proceedings of the Second Workshop on Corpus Generation and Corpus Augmentation for Machine Translation"",
    month = sep,
    year = ""2023"",
    address = ""Macau SAR, China"",
    publisher = ""Asia-Pacific Association for Machine Translation"",
    url = ""https://aclanthology.org/2023.mtsummit-coco4mt.0"",
}
"
"Ed. Ataman, Duygu. Proceedings of the 3rd Workshop on Multi-lingual Representation Learning (MRL). Singapore: Association for Computational Linguistics, December 2023. URL: https://aclanthology.org/2023.mrl-1.0
"|mla|proceedings|"@proceedings{mrl-ws-2023-multi,
    title = ""Proceedings of the 3rd Workshop on Multi-lingual Representation Learning (MRL)"",
    editor = ""Ataman, Duygu"",
    month = dec,
    year = ""2023"",
    address = ""Singapore"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.mrl-1.0"",
}
"
"Eds. Hruschka, Estevam, Mitchell, Tom, Rahman, Sajjadur, Mladenić, Dunja, and Grobelnik, Marko. Proceedings of the First Workshop on Matching From Unstructured and Structured Data (MATCHING 2023). Toronto, ON, Canada: Association for Computational Linguistics, July 2023. URL: https://aclanthology.org/2023.matching-1.0
"|mla|proceedings|"@proceedings{matching-2023-matching,
    title = ""Proceedings of the First Workshop on Matching From Unstructured and Structured Data (MATCHING 2023)"",
    editor = ""Hruschka, Estevam  and
      Mitchell, Tom  and
      Rahman, Sajjadur  and
      Mladeni{\'c}, Dunja  and
      Grobelnik, Marko"",
    month = jul,
    year = ""2023"",
    address = ""Toronto, ON, Canada"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2023.matching-1.0"",
}
"
